Datetime,beaconid,edgenodeid,rssi,realx,realy,distance,isSameRoom
2018-10-24T20:15:08.500000Z,1,1,-78.5,8.341,8.7045,11.6794396804813,0
2018-10-24T20:15:08.500000Z,1,2,-82,8.341,8.7045,16.4475466635605,0
2018-10-24T20:15:08.500000Z,1,8,-70.5,8.341,8.7045,8.41133706672132,0
2018-10-24T20:15:08.500000Z,1,11,-73.6666666666667,8.341,8.7045,11.4971057771076,0
2018-10-24T20:15:08.500000Z,1,9,-88,8.341,8.7045,15.9278762316261,0
2018-10-24T20:15:08.500000Z,1,10,-81,8.341,8.7045,9.43069251168757,0
2018-10-24T20:15:08.500000Z,1,12,-51,8.341,8.7045,1.36816345880162,0
2018-10-24T20:15:08.500000Z,1,13,-75.3333333333333,8.341,8.7045,7.28067519190356,0
2018-10-24T20:15:08.500000Z,1,3,-79.2,8.341,8.7045,16.9209317488725,0
2018-10-24T20:15:09.000000Z,1,2,-82,8.349,9.054,16.4091394350831,0
2018-10-24T20:15:09.000000Z,1,12,-47.6666666666667,8.349,9.054,1.03060031049869,0
2018-10-24T20:15:09.000000Z,1,11,-75.6666666666667,8.349,9.054,11.7690389157314,0
2018-10-24T20:15:09.000000Z,1,10,-65,8.349,9.054,9.75123361426645,0
2018-10-24T20:15:09.000000Z,1,9,-79.6666666666667,8.349,9.054,16.1149147375963,0
2018-10-24T20:15:09.000000Z,1,8,-68.5,8.349,9.054,8.38137798932849,0
2018-10-24T20:15:09.000000Z,1,1,-68,8.349,9.054,11.7411182176145,0
2018-10-24T20:15:09.000000Z,1,3,-79.2,8.349,9.054,16.954861751132,0
2018-10-24T20:15:09.000000Z,1,13,-70.3333333333333,8.349,9.054,7.21729707023343,0
2018-10-24T20:15:09.500000Z,1,11,-73.6666666666667,8.357,9.4035,12.0449799190368,0
2018-10-24T20:15:09.500000Z,1,2,-68,8.357,9.4035,16.3781058504944,0
2018-10-24T20:15:09.500000Z,1,12,-46.75,8.357,9.4035,0.704862575258467,0
2018-10-24T20:15:09.500000Z,1,8,-62,8.357,9.4035,8.36593277823818,0
2018-10-24T20:15:09.500000Z,1,3,-87,8.357,9.4035,16.9959163109848,0
2018-10-24T20:15:09.500000Z,1,10,-67.3333333333333,8.357,9.4035,10.0737074232876,0
2018-10-24T20:15:09.500000Z,1,9,-93,8.357,9.4035,16.3073033101736,0
2018-10-24T20:15:09.500000Z,1,1,-70,8.357,9.4035,11.8128248632577,0
2018-10-24T20:15:09.500000Z,1,13,-69.3333333333333,8.357,9.4035,7.17042197154393,0
2018-10-24T20:15:10.000000Z,1,13,-64.5,8.7094,9.7386,6.79684944073355,0
2018-10-24T20:15:10.000000Z,1,10,-62,8.7094,9.7386,10.2699485062,0
2018-10-24T20:15:10.000000Z,1,9,-82,8.7094,9.7386,16.2196422377314,0
2018-10-24T20:15:10.000000Z,1,2,-80.25,8.7094,9.7386,16.0107994278862,0
2018-10-24T20:15:10.000000Z,1,8,-71,8.7094,9.7386,8.70955167158448,0
2018-10-24T20:15:10.000000Z,1,3,-76,8.7094,9.7386,16.702282787691,0
2018-10-24T20:15:10.000000Z,1,12,-52,8.7094,9.7386,0.292879360829676,0
2018-10-24T20:15:10.000000Z,1,11,-73.4,8.7094,9.7386,12.5269818519865,0
2018-10-24T20:15:10.000000Z,1,1,-79.25,8.7094,9.7386,11.5590917601687,0
2018-10-24T20:15:10.500000Z,1,9,-76.3333333333333,9.0538,9.7242,15.9367811078649,0
2018-10-24T20:15:10.500000Z,1,2,-73.5,9.0538,9.7242,15.6671554559212,0
2018-10-24T20:15:10.500000Z,1,11,-83.5,9.0538,9.7242,12.7354211583285,0
2018-10-24T20:15:10.500000Z,1,10,-69.25,9.0538,9.7242,10.1520583174054,0
2018-10-24T20:15:10.500000Z,1,1,-76.3333333333333,9.0538,9.7242,11.2243756209421,0
