Datetime,beaconid,edgenodeid,rssi,realx,realy,distance,isSameRoom
2019-04-05T19:19:58.500000Z,8,50,-59,1.075,9.37,1.57038721339675,1
2019-04-05T19:19:58.500000Z,8,52,-63.8,1.075,9.37,9.41002598296094,1
2019-04-05T19:19:58.500000Z,8,57,-66.5,1.075,9.37,4.60408742314913,1
2019-04-05T19:19:58.500000Z,8,54,-69,1.075,9.37,13.003274818291,1
2019-04-05T19:19:58.500000Z,8,55,-94,1.075,9.37,10.4543679388091,1
2019-04-05T19:19:58.500000Z,8,58,-73.4,1.075,9.37,6.42983561220658,1
2019-04-05T19:19:58.500000Z,8,51,-69.25,1.075,9.37,6.03550710379832,1
2019-04-05T19:19:58.500000Z,8,56,-75.75,1.075,9.37,7.09038877636481,1
2019-04-05T19:19:58.500000Z,8,53,-67.5,1.075,9.37,10.1236746786925,1
2019-04-05T19:19:59.000000Z,8,57,-66.5,1.076,9.136,4.49555558301752,1
2019-04-05T19:19:59.000000Z,8,54,-69,1.076,9.136,12.8349803661712,1
2019-04-05T19:19:59.000000Z,8,55,-76,1.076,9.136,10.3327692319145,1
2019-04-05T19:19:59.000000Z,8,53,-67.5,1.076,9.136,9.90710452150375,1
2019-04-05T19:19:59.000000Z,8,56,-75.75,1.076,9.136,7.04550651124531,1
2019-04-05T19:19:59.000000Z,8,58,-73.4,1.076,9.136,6.2440759924908,1
2019-04-05T19:19:59.000000Z,8,50,-59,1.076,9.136,1.35075719505765,1
2019-04-05T19:19:59.000000Z,8,51,-69.25,1.076,9.136,5.80558360546121,1
2019-04-05T19:19:59.000000Z,8,52,-63.8,1.076,9.136,9.17695221737588,1
2019-04-05T19:19:59.500000Z,8,51,-57.3333333333333,1.077,8.902,5.57599946197989,1
2019-04-05T19:19:59.500000Z,8,53,-58.75,1.077,8.902,9.69134484991634,1
2019-04-05T19:19:59.500000Z,8,52,-58.3333333333333,1.077,8.902,8.94392693395915,1
2019-04-05T19:19:59.500000Z,8,56,-70,1.077,8.902,7.00815417924007,1
2019-04-05T19:19:59.500000Z,8,50,-57.5,1.077,8.902,1.13687642248399,1
2019-04-05T19:19:59.500000Z,8,55,-67.3333333333333,1.077,8.902,10.2150841895699,1
2019-04-05T19:19:59.500000Z,8,57,-71.75,1.077,8.902,4.39680941138003,1
2019-04-05T19:19:59.500000Z,8,58,-66.6666666666667,1.077,8.902,6.0616580240063,1
2019-04-05T19:19:59.500000Z,8,54,-74.75,1.077,8.902,12.6687726319482,1
2019-04-05T19:20:00.000000Z,8,52,-75,1.078,8.668,8.71095402352693,1
2019-04-05T19:20:00.000000Z,8,53,-55,1.078,8.668,9.4764510234581,1
2019-04-05T19:20:00.000000Z,8,50,-56.6666666666667,1.078,8.668,0.93270842174819,1
2019-04-05T19:20:00.000000Z,8,57,-77.3333333333333,1.078,8.668,4.30852178827031,1
2019-04-05T19:20:00.000000Z,8,54,-71,1.078,8.668,12.5047348232579,1
2019-04-05T19:20:00.000000Z,8,58,-71.3333333333333,1.078,8.668,5.88289257083622,1
2019-04-05T19:20:00.000000Z,8,51,-65.5,1.078,8.668,5.34679838782051,1
2019-04-05T19:20:00.000000Z,8,55,-68.5,1.078,8.668,10.1014495989437,1
2019-04-05T19:20:00.000000Z,8,56,-78.5,1.078,8.668,6.97845269382834,1
2019-04-05T19:20:00.500000Z,8,57,-59,1.079,8.434,4.23134742133047,1
2019-04-05T19:20:00.500000Z,8,51,-60.3333333333333,1.079,8.434,5.11803184827918,1
2019-04-05T19:20:00.500000Z,8,55,-69,1.079,8.434,9.99200365292167,1
2019-04-05T19:20:00.500000Z,8,56,-83.3333333333333,1.079,8.434,6.95650005390642,1
2019-04-05T19:20:00.500000Z,8,58,-65,1.079,8.434,5.70812280876997,1
2019-04-05T19:20:00.500000Z,8,53,-60.3333333333333,1.079,8.434,9.26248330632774,1
2019-04-05T19:20:00.500000Z,8,54,-70.5,1.079,8.434,12.3429534553121,1
2019-04-05T19:20:00.500000Z,8,50,-51.6666666666667,1.079,8.434,0.746268048357961,1
2019-04-05T19:20:00.500000Z,8,52,-65,1.079,8.434,8.47803780364301,1
2019-04-05T19:20:01.000000Z,8,51,-63,1.1,7.98171428571429,4.68177322285094,1
2019-04-05T19:20:01.000000Z,8,54,-68.6666666666667,1.1,7.98171428571429,12.0227219854231,1
2019-04-05T19:20:01.000000Z,8,53,-80,1.1,7.98171428571429,8.84356415359642,1
2019-04-05T19:20:01.000000Z,8,50,-51.3333333333333,1.1,7.98171428571429,0.530835940680703,1
2019-04-05T19:20:01.000000Z,8,58,-58,1.1,7.98171428571429,5.36939570384692,1
2019-04-05T19:20:01.000000Z,8,56,-76,1.1,7.98171428571429,6.9172163948413,1
2019-04-05T19:20:01.000000Z,8,55,-61.5,1.1,7.98171428571429,9.77553117717489,1
2019-04-05T19:20:01.000000Z,8,52,-61.3333333333333,1.1,7.98171428571429,8.02600317335942,1
2019-04-05T19:20:01.000000Z,8,57,-71.25,1.1,7.98171428571429,4.09724424062649,1
2019-04-05T19:20:01.500000Z,8,55,-69,1.12,7.76342857142857,9.66786496068078,1
2019-04-05T19:20:01.500000Z,8,52,-59.6666666666667,1.12,7.76342857142857,7.8068243981579,1
2019-04-05T19:20:01.500000Z,8,56,-62.6666666666667,1.12,7.76342857142857,6.89893938314035,1
2019-04-05T19:20:01.500000Z,8,57,-74,1.12,7.76342857142857,4.03932692918218,1
2019-04-05T19:20:01.500000Z,8,53,-67,1.12,7.76342857142857,8.63827339134815,1
2019-04-05T19:20:01.500000Z,8,58,-62.3333333333333,1.12,7.76342857142857,5.20485319246394,1
2019-04-05T19:20:01.500000Z,8,51,-60.3333333333333,1.12,7.76342857142857,4.47485612355644,1
2019-04-05T19:20:01.500000Z,8,50,-44,1.12,7.76342857142857,0.55341656820083,1
2019-04-05T19:20:01.500000Z,8,54,-71.6666666666667,1.12,7.76342857142857,11.8637963647255,1
2019-04-05T19:20:02.000000Z,8,52,-49.5,1.14,7.54514285714286,7.58764685094752,1
2019-04-05T19:20:02.000000Z,8,53,-72,1.14,7.54514285714286,8.43368275041775,1
2019-04-05T19:20:02.000000Z,8,55,-65.75,1.14,7.54514285714286,9.56401136062282,1
2019-04-05T19:20:02.000000Z,8,54,-58,1.14,7.54514285714286,11.7068177458562,1
2019-04-05T19:20:02.000000Z,8,58,-52.3333333333333,1.14,7.54514285714286,5.04447029843934,1
2019-04-05T19:20:02.000000Z,8,57,-70.5,1.14,7.54514285714286,3.99261956870526,1
2019-04-05T19:20:02.000000Z,8,56,-64.3333333333333,1.14,7.54514285714286,6.88759347504998,1
2019-04-05T19:20:02.000000Z,8,50,-46.5,1.14,7.54514285714286,0.653337819295998,1
2019-04-05T19:20:02.000000Z,8,51,-58.5,1.14,7.54514285714286,4.26916519345171,1
2019-04-05T19:20:02.500000Z,8,54,-71.6666666666667,1.16,7.32685714285714,11.5518655026726,1
2019-04-05T19:20:02.500000Z,8,56,-63,1.16,7.32685714285714,6.88321294520078,1
2019-04-05T19:20:02.500000Z,8,52,-48,1.16,7.32685714285714,7.36847064130928,1
2019-04-05T19:20:02.500000Z,8,50,-59.6666666666667,1.16,7.32685714285714,0.802201982301318,1
2019-04-05T19:20:02.500000Z,8,55,-64.5,1.16,7.32685714285714,9.46409589027965,1
2019-04-05T19:20:02.500000Z,8,53,-62,1.16,7.32685714285714,8.22984444517858,1
2019-04-05T19:20:02.500000Z,8,58,-52,1.16,7.32685714285714,4.88865643451183,1
2019-04-05T19:20:02.500000Z,8,57,-65,1.16,7.32685714285714,3.9575190847452,1
2019-04-05T19:20:02.500000Z,8,51,-62.75,1.16,7.32685714285714,4.06488657622215,1
2019-04-05T19:20:03.000000Z,8,54,-76.5,1.18,7.10857142857143,11.3990222718925,1
2019-04-05T19:20:03.000000Z,8,53,-51.6666666666667,1.18,7.10857142857143,8.02681579177584,1
2019-04-05T19:20:03.000000Z,8,56,-65.75,1.18,7.10857142857143,6.88581108704927,1
2019-04-05T19:20:03.000000Z,8,52,-52.5,1.18,7.10857142857143,7.14929589226114,1
2019-04-05T19:20:03.000000Z,8,57,-62,1.18,7.10857142857143,3.93433614450509,1
2019-04-05T19:20:03.000000Z,8,58,-57,1.18,7.10857142857143,4.73786240657889,1
2019-04-05T19:20:03.000000Z,8,50,-60.3333333333333,1.18,7.10857142857143,0.977907480703735,1
2019-04-05T19:20:03.000000Z,8,51,-53.8,1.18,7.10857142857143,3.86224437500333,1
2019-04-05T19:20:03.000000Z,8,55,-64,1.18,7.10857142857143,9.3682445549215,1
2019-04-05T19:20:03.500000Z,8,52,-50,1.2,6.89028571428571,6.93012274238269,1
2019-04-05T19:20:03.500000Z,8,57,-69,1.2,6.89028571428571,3.92328201840224,1
2019-04-05T19:20:03.500000Z,8,58,-58,1.2,6.89028571428571,4.59258270897493,1
2019-04-05T19:20:03.500000Z,8,50,-48,1.2,6.89028571428571,1.16840719244061,1
2019-04-05T19:20:03.500000Z,8,55,-65,1.2,6.89028571428571,9.27658333479234,1
2019-04-05T19:20:03.500000Z,8,56,-62.5,1.2,6.89028571428571,6.89538001202284,1
2019-04-05T19:20:03.500000Z,8,54,-67,1.2,6.89028571428571,11.2483740258088,1
2019-04-05T19:20:03.500000Z,8,51,-54,1.2,6.89028571428571,3.66151029673019,1
2019-04-05T19:20:03.500000Z,8,53,-68,1.2,6.89028571428571,7.82465981525649,1
2019-04-05T19:20:04.000000Z,8,58,-58.5,1.4146,6.686,4.29963511940258,1
2019-04-05T19:20:04.000000Z,8,50,-62,1.4146,6.686,1.45734805726017,1
2019-04-05T19:20:04.000000Z,8,53,-63.25,1.4146,6.686,7.54363569905122,1
2019-04-05T19:20:04.000000Z,8,52,-62,1.4146,6.686,6.70676872718897,1
2019-04-05T19:20:04.000000Z,8,54,-70,1.4146,6.686,10.9536529505001,1
2019-04-05T19:20:04.000000Z,8,56,-62,1.4146,6.686,6.71801806785305,1
2019-04-05T19:20:04.000000Z,8,55,-65,1.4146,6.686,9.00829815003922,1
2019-04-05T19:20:04.000000Z,8,57,-69,1.4146,6.686,3.72964292660839,1
2019-04-05T19:20:04.000000Z,8,51,-62.5,1.4146,6.686,3.54910103547363,1
2019-04-05T19:20:04.500000Z,8,50,-63.6666666666667,1.6092,6.7,1.56643290312736,1
2019-04-05T19:20:04.500000Z,8,51,-53.4,1.6092,6.7,3.64360887582627,1
2019-04-05T19:20:04.500000Z,8,55,-53.3333333333333,1.6092,6.7,8.82796202076108,1
2019-04-05T19:20:04.500000Z,8,53,-63.5,1.6092,6.7,7.46807079773619,1
2019-04-05T19:20:04.500000Z,8,58,-54.3333333333333,1.6092,6.7,4.14939340627037,1
2019-04-05T19:20:04.500000Z,8,54,-67.25,1.6092,6.7,10.8088357948486,1
2019-04-05T19:20:04.500000Z,8,52,-61.75,1.6092,6.7,6.70826026925014,1
2019-04-05T19:20:04.500000Z,8,56,-62,1.6092,6.7,6.52421871491139,1
2019-04-05T19:20:04.500000Z,8,57,-59.5,1.6092,6.7,3.53485827721565,1
2019-04-05T19:20:05.000000Z,8,54,-58.2,1.8038,6.714,10.6656213996185,1
2019-04-05T19:20:05.000000Z,8,53,-65.5,1.8038,6.714,7.39688134554016,1
2019-04-05T19:20:05.000000Z,8,50,-67.3333333333333,1.8038,6.714,1.69106210412273,1
2019-04-05T19:20:05.000000Z,8,58,-58,1.8038,6.714,4.00302378708895,1
2019-04-05T19:20:05.000000Z,8,52,-61,1.8038,6.714,6.71542219372691,1
2019-04-05T19:20:05.000000Z,8,56,-70.25,1.8038,6.714,6.33049944633123,1
2019-04-05T19:20:05.000000Z,8,51,-69.6666666666667,1.8038,6.714,3.74590221975961,1
2019-04-05T19:20:05.000000Z,8,55,-58.6666666666667,1.8038,6.714,8.64826697321492,1
2019-04-05T19:20:05.000000Z,8,57,-53.75,1.8038,6.714,3.34011078259389,1
2019-04-05T19:20:05.500000Z,8,52,-51,1.9984,6.728,6.72823639299334,1
2019-04-05T19:20:05.500000Z,8,58,-62.3333333333333,1.9984,6.728,3.86096666134273,1
2019-04-05T19:20:05.500000Z,8,57,-51,1.9984,6.728,3.14540734404942,1
2019-04-05T19:20:05.500000Z,8,53,-61.5,1.9984,6.728,7.33019482415031,1
2019-04-05T19:20:05.500000Z,8,51,-55.3333333333333,1.9984,6.728,3.85536140458972,1
2019-04-05T19:20:05.500000Z,8,54,-69.75,1.9984,6.728,10.5240751973748,1
2019-04-05T19:20:05.500000Z,8,50,-65.5,1.9984,6.728,1.82805917847317,1
2019-04-05T19:20:05.500000Z,8,55,-61.5,1.9984,6.728,8.46925381364852,1
2019-04-05T19:20:05.500000Z,8,56,-62,1.9984,6.728,6.13686784605958,1
2019-04-05T19:20:06.000000Z,8,56,-75,2.3635,6.73366666666667,5.77807119153481,1
